Year,Category,Nominee,Additional Info,Won?,,,,,,
2005 (78th),Actor -- Leading Role,Joaquin Phoenix,Walk the Line {'John R. Cash'},NO,,,,,,
2005 (78th),Actor -- Leading Role,David Strathairn,"Good Night, and Good Luck. {'Edward R. Murrow'}",NO,,,,,,
2005 (78th),Actor -- Supporting Role,George Clooney,Syriana {'Bob Barnes'},YES,,,,,,
2005 (78th),Actor -- Supporting Role,Matt Dillon,Crash {'Officer Ryan'},NO,,,,,,
2005 (78th),Actor -- Supporting Role,Paul Giamatti,Cinderella Man {'Joe Gould'},NO,,,,,,
2005 (78th),Actor -- Supporting Role,Jake Gyllenhaal,Brokeback Mountain {'Jack Twist'},NO,,,,,,
2005 (78th),Actor -- Supporting Role,William Hurt,A History of Violence {'Richie Cusack'},NO,,,,,,
2005 (78th),Actress -- Leading Role,Judi Dench,Mrs. Henderson Presents {'Mrs. Laura Henderson'},NO,,,,,,
2005 (78th),Actress -- Leading Role,Felicity Huffman,Transamerica {'Bree'},NO,,,,,,
2005 (78th),Actress -- Leading Role,Keira Knightley,Pride & Prejudice {'Elizabeth Bennet'},NO,,,,,,
2005 (78th),Actress -- Leading Role,Charlize Theron,North Country {'Josey Aimes'},NO,,,,,,
2005 (78th),Actress -- Leading Role,Reese Witherspoon,Walk the Line {'June Carter'},YES,,,,,,
2005 (78th),Actress -- Supporting Role,Amy Adams,Junebug {'Ashley'},NO,,,,,,
2005 (78th),Actress -- Supporting Role,Catherine Keener,Capote {'Nelle Harper Lee'},NO,,,,,,
2005 (78th),Actress -- Supporting Role,Frances McDormand,North Country {'Glory'},NO,,,,,,
2005 (78th),Actress -- Supporting Role,Rachel Weisz,The Constant Gardener {'Tessa Quayle'},YES,,,,,,
2005 (78th),Actress -- Supporting Role,Michelle Williams,Brokeback Mountain {'Alma'},NO,,,,,,
2005 (78th),Animated Feature Film,Howl's Moving Castle,Hayao Miyazaki,NO,,,,,,
2005 (78th),Animated Feature Film,Tim Burton's Corpse Bride,Mike Johnson and Tim Burton,NO,,,,,,
2005 (78th),Animated Feature Film,Wallace & Gromit in The Curse of the Were-Rabbit,Nick Park and Steve Box,YES,,,,,,
2005 (78th),Art Direction,"Good Night, and Good Luck.",Art Direction: Jim Bissell; Set Decoration: Jan Pascale,NO,,,,,,
2005 (78th),Art Direction,Harry Potter and the Goblet of Fire,Art Direction: Stuart Craig; Set Decoration: Stephenie McMillan,NO,,,,,,
2005 (78th),Art Direction,King Kong,Art Direction: Grant Major; Set Decoration: Dan Hennah and Simon Bright,NO,,,,,,
2005 (78th),Art Direction,Memoirs of a Geisha,Art Direction: John Myhre; Set Decoration: Gretchen Rau,YES,,,,,,
2005 (78th),Art Direction,Pride & Prejudice,Art Direction: Sarah Greenwood; Set Decoration: Katie Spencer,NO,,,,,,
2005 (78th),Cinematography,Batman Begins,Wally Pfister,NO,,,,,,
2005 (78th),Cinematography,Brokeback Mountain,Rodrigo Prieto,NO,,,,,,
2005 (78th),Cinematography,"Good Night, and Good Luck.",Robert Elswit,NO,,,,,,
2005 (78th),Cinematography,Memoirs of a Geisha,Dion Beebe,YES,,,,,,
2005 (78th),Cinematography,The New World,Emmanuel Lubezki,NO,,,,,,
2005 (78th),Costume Design,Charlie and the Chocolate Factory,Gabriella Pescucci,NO,,,,,,
2005 (78th),Costume Design,Memoirs of a Geisha,Colleen Atwood,YES,,,,,,
2005 (78th),Costume Design,Mrs. Henderson Presents,Sandy Powell,NO,,,,,,
2005 (78th),Costume Design,Pride & Prejudice,Jacqueline Durran,NO,,,,,,
2005 (78th),Costume Design,Walk the Line,Arianne Phillips,NO,,,,,,
2005 (78th),Directing,Brokeback Mountain,Ang Lee,YES,,,,,,
2005 (78th),Directing,Capote,Bennett Miller,NO,,,,,,
2005 (78th),Directing,Crash,Paul Haggis,NO,,,,,,
2005 (78th),Directing,"Good Night, and Good Luck.",George Clooney,NO,,,,,,
2005 (78th),Directing,Munich,Steven Spielberg,NO,,,,,,
2005 (78th),Documentary (Feature),Darwin's Nightmare,Hubert Sauper,NO,,,,,,
2005 (78th),Documentary (Feature),Enron: The Smartest Guys in the Room,Alex Gibney and Jason Kliot,NO,,,,,,
2005 (78th),Documentary (Feature),March of the Penguins,Luc Jacquet and Yves Darondeau,YES,,,,,,
2005 (78th),Documentary (Feature),Murderball,Henry-Alex Rubin and Dana Adam Shapiro,NO,,,,,,
2005 (78th),Documentary (Feature),Street Fight,Marshall Curry,NO,,,,,,
2005 (78th),Documentary (Short Subject),The Death of Kevin Carter: Casualty of the Bang Bang Club,Dan Krauss,NO,,,,,,
2005 (78th),Documentary (Short Subject),God Sleeps in Rwanda,Kimberlee Acquaro and Stacy Sherman,NO,,,,,,
2005 (78th),Documentary (Short Subject),The Mushroom Club,Steven Okazaki,NO,,,,,,
2005 (78th),Documentary (Short Subject),A Note of Triumph: The Golden Age of Norman Corwin,Corinne Marrinan and Eric Simonson,YES,,,,,,
2005 (78th),Film Editing,Cinderella Man,Mike Hill and Dan Hanley,NO,,,,,,
2005 (78th),Film Editing,The Constant Gardener,Claire Simpson,NO,,,,,,
2005 (78th),Film Editing,Crash,Hughes Winborne,YES,,,,,,
2005 (78th),Film Editing,Munich,Michael Kahn,NO,,,,,,
2005 (78th),Film Editing,Walk the Line,Michael McCusker,NO,,,,,,
2005 (78th),Foreign Language Film,Don't Tell,Italy,NO,,,,,,
2005 (78th),Foreign Language Film,Joyeux Noël,France,NO,,,,,,
2005 (78th),Foreign Language Film,Paradise Now,The Palestinian Territories,NO,,,,,,
2005 (78th),Foreign Language Film,Sophie Scholl - The Final Days,Germany,NO,,,,,,
2005 (78th),Foreign Language Film,Tsotsi,South Africa,YES,,,,,,
2005 (78th),Makeup,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",Howard Berger and Tami Lane,YES,,,,,,
2005 (78th),Makeup,Cinderella Man,David Leroy Anderson and Lance Anderson,NO,,,,,,
2005 (78th),Makeup,Star Wars: Episode III Revenge of the Sith,Dave Elsey and Nikki Gooley,NO,,,,,,
2005 (78th),Music (Scoring),Brokeback Mountain,Gustavo Santaolalla,YES,,,,,,
2005 (78th),Music (Scoring),The Constant Gardener,Alberto Iglesias,NO,,,,,,
2005 (78th),Music (Scoring),Memoirs of a Geisha,John Williams,NO,,,,,,
2005 (78th),Music (Scoring),Munich,John Williams,NO,,,,,,
2005 (78th),Music (Scoring),Pride & Prejudice,Dario Marianelli,NO,,,,,,
2005 (78th),Music (Song),Crash,Music by Kathleen 'Bird' York and Michael Becker; Lyric by Kathleen 'Bird' York,NO,,,,,,
2005 (78th),Music (Song),Hustle & Flow,"Music and Lyric by Jordan Houston, Cedric Coleman and Paul Beauregard",YES,,,,,,
2005 (78th),Music (Song),Transamerica,Music and Lyric by Dolly Parton,NO,,,,,,
2005 (78th),Best Picture,Brokeback Mountain,"Diana Ossana and James Schamus, Producers",NO,,,,,,
2005 (78th),Best Picture,Capote,"Caroline Baron, William Vince and Michael Ohoven, Producers",NO,,,,,,
2005 (78th),Best Picture,Crash,"Paul Haggis and Cathy Schulman, Producers",YES,,,,,,
2005 (78th),Best Picture,"Good Night, and Good Luck.","Grant Heslov, Producer",NO,,,,,,
2005 (78th),Best Picture,Munich,"Kathleen Kennedy, Steven Spielberg and Barry Mendel, Producers",NO,,,,,,
2005 (78th),Short Film (Animated),Badgered,Sharon Colman,NO,,,,,,
2005 (78th),Short Film (Animated),The Moon and the Son: An Imagined Conversation,John Canemaker and Peggy Stern,YES,,,,,,
2005 (78th),Short Film (Animated),The Mysterious Geographic Explorations of Jasper Morello,Anthony Lucas,NO,,,,,,
2005 (78th),Short Film (Animated),9,Shane Acker,NO,,,,,,
2005 (78th),Short Film (Animated),One Man Band,Andrew Jimenez and Mark Andrews,NO,,,,,,
2005 (78th),Short Film (Live Action),Ausreisser (The Runaway),Ulrike Grote,NO,,,,,,
2005 (78th),Short Film (Live Action),Cashback,Sean Ellis and Lene Bausager,NO,,,,,,
2005 (78th),Short Film (Live Action),The Last Farm,Rúnar Rúnarsson and Thor S. Sigurjónsson,NO,,,,,,
2005 (78th),Short Film (Live Action),Our Time Is Up,Rob Pearlstein and Pia Clemente,NO,,,,,,
2005 (78th),Short Film (Live Action),Six Shooter,Martin McDonagh,YES,,,,,,
2005 (78th),Sound,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","Terry Porter, Dean A. Zupancic and Tony Johnson",NO,,,,,,
2005 (78th),Sound,King Kong,"Christopher Boyes, Michael Semanick, Michael Hedges and Hammond Peek",YES,,,,,,
2005 (78th),Sound,Memoirs of a Geisha,"Kevin O'Connell, Greg P. Russell, Rick Kline and John Pritchett",NO,,,,,,
2005 (78th),Sound,Walk the Line,"Paul Massey, D.M. Hemphill and Peter F. Kurland",NO,,,,,,
2005 (78th),Sound,War of the Worlds,"Andy Nelson, Anna Behlmer and Ronald Judkins",NO,,,,,,
2005 (78th),Sound Editing,King Kong,Mike Hopkins and Ethan Van der Ryn,YES,,,,,,
2005 (78th),Sound Editing,Memoirs of a Geisha,Wylie Stateman,NO,,,,,,
2005 (78th),Sound Editing,War of the Worlds,Richard King,NO,,,,,,
2005 (78th),Visual Effects,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","Dean Wright, Bill Westenhofer, Jim Berney and Scott Farrar",NO,,,,,,
2005 (78th),Visual Effects,King Kong,"Joe Letteri, Brian Van't Hul, Christian Rivers and Richard Taylor",YES,,,,,,
2005 (78th),Visual Effects,War of the Worlds,"Dennis Muren, Pablo Helman, Randal M. Dutra and Daniel Sudick",NO,,,,,,
2005 (78th),Writing,Brokeback Mountain,Screenplay by Larry McMurtry & Diana Ossana,YES,,,,,,
2005 (78th),Writing,Capote,Screenplay by Dan Futterman,NO,,,,,,
2005 (78th),Writing,The Constant Gardener,Screenplay by Jeffrey Caine,NO,,,,,,
2005 (78th),Writing,A History of Violence,Screenplay by Josh Olson,NO,,,,,,
2005 (78th),Writing,Munich,Screenplay by Tony Kushner and Eric Roth,NO,,,,,,
2005 (78th),Writing,Crash,Screenplay by Paul Haggis & Bobby Moresco; Story by Paul Haggis,YES,,,,,,
2005 (78th),Writing,"Good Night, and Good Luck.",Screenplay by George Clooney & Grant Heslov,NO,,,,,,
2005 (78th),Writing,Match Point,Written by Woody Allen,NO,,,,,,
2005 (78th),Writing,The Squid and the Whale,Written by Noah Baumbach,NO,,,,,,
2005 (78th),Writing,Syriana,Written by Stephen Gaghan,NO,,,,,,
2005 (78th),Honorary Award,To Robert Altman in recognition of a career that has repeatedly reinvented the art form and inspired filmmakers and audiences alike.,,YES,,,,,,
2005 (78th),Scientific and Technical (Scientific and Engineering Award),"To DAVID GROBER for the concept and mechanical design and SCOTT LEWALLEN for the electronic and software design of the Perfect Horizon camera stabilization head. Perfect Horizon effectively neutralizes the extraneous motion encountered in boats, camera cars, snowmobiles or other vehicles, leaving the pan/tilt head and camera stable and level with the horizon. [Photography]",,YES,,,,,,
2005 (78th),Scientific and Technical (Scientific and Engineering Award),"To ANATOLIY KOKUSH, YURIY POPOVSKY and OLEKSIY ZOLOTAROV for the concept and development of the Russian Arm gyro-stabilized camera crane and the Flight Head. The Russian Arm and Flight Head opened new possibilities for filmmakers. With the ability to be mounted on the roof of almost any car, this remotely-operated crane and camera head can move smoothly in a 360 degree circle around the car, even while it is being driven at high speeds by actors, creating heretofore impossible perspectives. [Camera Cranes]",,YES,,,,,,
2005 (78th),Scientific and Technical (Scientific and Engineering Award),"To ANATOLIY KOKUSH for the concept and development of the Cascade series of motion picture cranes. The lightweight structure of the Cascade and Traveling Cascade Cranes enables the filmmaker to achieve heights of up to 70 feet, allowing for the placement of the camera in otherwise impossible locations. [Camera Cranes]",,YES,,,,,,
2005 (78th),Scientific and Technical (Scientific and Engineering Award),"To GARRETT BROWN for the original concept of the Skycam flying camera system -- the first use of 3-D volumetric cable technology for motion picture cinematography. In creating the first remote-controlled, cable-supported flying camera system, Garrett Brown's pioneering efforts have influenced all subsequent development in this area of technology. [Camera Cranes]",,YES,,,,,,
2005 (78th),Scientific and Technical (Scientific and Engineering Award),"To DAVID BARAFF, MICHAEL KASS and ANDREW WITKIN for their pioneering work in physically-based computer-generated techniques used to simulate realistic cloth in motion pictures. Their 1998 paper titled Large Steps in Cloth Simulation"" was a seminal work", providing the key in demonstrating to the industry that the calculations necessary to simulate realistic," complex cloth could be achieved efficiently and robustly. Their work provided the conceptual foundation for many cloth simulation systems in use today. [Digital Imaging Technology]""",,*,,,,
2005 (78th),Scientific and Technical (Scientific and Engineering Award),"To LAURIE FROST, PETER HANNAN and RICHARD LONCRAINE for the development of the remote camera head known as the Hot-Head. In use for over a quarter of a century, the Hot-Head has brought the possibility of safe, remotely-operated shots to every filmmaker. [Photography]",,YES,,,,,,
2005 (78th),Scientific and Technical (Technical Achievement Award),"To GARY THIELTGES for the design and development of the remotely-operated, lightweight camera head known as the Sparrow Head. This well-integrated remote system enables filmmakers to remotely pan and tilt their camera from virtually any moving vehicle, giving the opportunity for unprecedented dynamic camera angles. [Photography]",,YES,,,,,,
2005 (78th),Scientific and Technical (Technical Achievement Award),To FRANK FLETCHER and DAVE SHERWIN for the introduction and continuing development of the Power Pod modular camera head system. The Power Pod system enables filmmakers to configure a remote controlled head to meet their own unique requirements. [Photography],,YES,,,,,,
2005 (78th),Scientific and Technical (Technical Achievement Award),"To ALVAH MILLER, MICHAEL SORENSEN and J. WALT ADAMCZYK for the design and development of the Aerohead motion control camera head and the J-Viz Pre-Visualization system. This remote head not only serves the needs of the live-action filmmaker, but also provides the functionality of a motion-controlled head, allowing for sophisticated tiling and pre-visualization techniques. [Photography]",,YES,,,,,,
2005 (78th),Scientific and Technical (Technical Achievement Award),"To SCOTT LEVA for the design and development of the Precision Stunt Airbag for motion picture stunt falls. The Precision Stunt Airbag is designed to envelop the stunt jumper, even on off-center hits. This feature serves to enhance the safety of stunt performers in falls from up to 200 feet. [Stage Operations]",,YES,,,,,,
2005 (78th),Scientific and Technical (Technical Achievement Award),"To LEV YEVSTRATOV, GEORGE PETERS and VASILIY ORLOV for the development of the Ultimate Arm Camera Crane System for specialized vehicle photography. Representing a significant evolutionary improvement in camera car technology, this remotely-controlled, gyro-stabilized and flexible camera crane offers a highly stable platform for high-speed, rough terrain action shots. Its ingenious applications of sophisticated technology solve many of the problems inherent in chase vehicle filming. [Camera Cranes]",,YES,,,,,,
2005 (78th),Scientific and Technical (Technical Achievement Award),"To JAMES RODNUNSKY, ALEX MacDONALD and MARK CHAPMAN for the development of the Cablecam 3-D volumetric suspended cable camera technologies. The evolution of the Cablecam technology has made it possible to move a camera safely and accurately anywhere through a three-dimensional space. [Camera Cranes]",,YES,,,,,,
2005 (78th),Scientific and Technical (Technical Achievement Award),"To TIM DRNEC, BEN BRITTEN SMITH and MATT DAVIS for the development of the Spydercam 3-D volumetric suspended cable camera technologies. The evolution of the Spydercam technology has made it possible to move a camera safely and accurately anywhere through a three-dimensional space. [Camera Cranes]",,YES,,,,,,
2005 (78th),Scientific and Technical (Technical Achievement Award),"To JOHN PLATT and DEMETRI TERZOPOULOS for their pioneering work in physically-based computer-generated techniques used to simulate realistic cloth in motion pictures. Their 1987 paper Elastically Deformable Models"" was a milestone in computer graphics", introducing the concept of physically-based techniques to simulate moving," deforming objects. [Digital Imaging Technology]""",,*,,,,
2005 (78th),Scientific and Technical (Technical Achievement Award),"To ED CATMULL, for the original concept, and TONY DeROSE and JOS STAM for their scientific and practical implementation of subdivision surfaces as a modeling technique in motion picture production. Subdivision surfaces have become a preferred modeling primitive for many types of motion picture computer graphics. [Digital Imaging Technology]",,YES,,,,,,
2005 (78th),Scientific and Technical (Technical Achievement Award),"To HAROLD RATTRAY, TERRY CLABORN, STEVE GARLICK, BILL HOGUE and TIM REYNOLDS for the design, engineering and implementation of the Technicolor Real Time Answer Print System. This system provides a method by which filmmakers can preview real-time color corrections using actual film prints, reducing both the turnaround time and the number of reprints required. [Laboratory]",,YES,,,,,,
