release,artist_name,artist_familiarity,artist_hotttnesss,year,term
Smokin' Joint,Kim Wilson,0.459810162751,0.328997858894,2001,rock
The Platinum Collection,King Curtis,0.575692298657,0.36682078764,2007,soul
Youth & Young Manhood,Kings Of Leon,0.845768866449,0.788805935162,2003,soul
The Fight Of My Life,Kirk Franklin,0.752058096237,0.486370509746,2007,soul
Spiritual Garden,Kitaro,0.66808729556,0.459387424613,2006,rock
The Time Machine,Klaus Badelt,0.688003348837,0.469340374259,2002,rock
Beads on a String,Kooii,0.425417296519,0.299624037682,2005,reggae
Die besten Tage sind gezählt,Kool Savas,0.603382767951,0.449423634694,2000,techno
Irreverse,Koordinate Of Wonders,0.0584009372349,0.0,2006,electronic
Untitled,Korn,0.829135422075,0.558298348128,2007,rock
Karkelo,Korpiklaani,0.702677511224,0.516658580755,2009,metal
Minimum - Maximum,Kraftwerk,0.741518130043,0.520412110054,2008,vocal
Save My Soul,Kristine W.,0.620379479285,0.407898466458,2004,techno
Rubikon,Krystof,0.508636229134,0.372119118631,2006,rock
Now,Kyle Eastwood,0.511743664914,0.414631368509,2006,jazz
Before I Speak,Kyle Riabko,0.618318369005,0.404211365487,2005,soul
Rumba Congo,Kékélé,0.41014599231,0.310309148668,2001,folk
Headsprung,LL Cool J,0.749217793049,0.544321914839,2004,rock
G.O.A.T,LL Cool J / Amil,0.749217793049,0.544321914839,2000,rock
Todd Smith,LL Cool J / Freeway,0.749217793049,0.544321914839,2006,rock
Viaje,La Mancha De Rolando,0.514967583468,0.352895441752,2003,rock
Rio,La Portuaria,0.52288813193,0.305719059845,2005,rock
Live Lounge 4,Lady GaGa,0.939227164591,0.838447767795,2008,techno
Oracabessa Volume 1,Lady Saw,0.680620247688,0.440326072809,2000,soul
Wahnsinn,Lara,0.55757105921,0.306947608643,2009,techno
Navidad,Lara & Reyes,0.338956022388,0.351561406961,2000,rock
Toutes Les Femmes En Moi,Lara Fabian,0.631702561609,0.458210741502,2009,vocal
Un Blodymary,Las Ketchup,0.59322673485,0.36356385166,2006,soul
Savia Negra,Las Niñas,0.498057122764,0.281684227326,2005,soul
Buzz Buzz,Laurie Berkner,0.558481252978,0.376325960229,2001,folk
Mothership,Led Zeppelin,0.787098355481,0.63441238493,2007,rock
Beautiful House,Leeroy Stagger,0.55096891618,0.336124425151,2005,rock
Monuments,Legacy Five,0.488237366413,0.367355343609,2009,soul
Music in My Soul,Leigh Jones,0.593119272103,0.373000739576,2008,soul
Lounjazz,Leo Gandelman,0.398366354333,0.390434973269,2007,jazz
Leona Naess,Leona Naess,0.627185249161,0.393015730045,2003,techno
Summerfish,Leonid Rudenko,0.57939666323,0.349314407484,2006,pop
En concert au Splendid,Les Blaireaux,0.528865831966,0.398994116404,2007,rock
Live 12 May 1957,Les Brown,0.529788041081,0.420114180265,2007,vocal
Terrain vague,Les Ogres De Barback,0.652367864188,0.437964733142,2004,rock
14 Frenzied Shakers,Les Sexareenos,0.475300882484,0.344171477818,2001,rock
Swan Feathers,Leslie Mendelson,0.491238422259,0.348664769666,2009,soul
Pezcore,Less Than Jake,0.843322339035,0.554564301721,2002,rock
Sexy Fountain Noise,Lexie Mountain Boys,0.494880755266,0.159349705203,2006,vocal
Bandidos Rurales,León Gieco,0.562614767548,0.358435364244,2002,rock
Liars,Liars,0.786359136836,0.4204126176,2007,rock
Ignite And Rebuild,Life In Your Way,0.631442224258,0.448840337604,2005,rock
Runaways,Life Long Tragedy,0.628196685617,0.38080208885,2008,rock
No Name Face,Lifehouse,0.820072417706,0.710879070991,2000,rock
Lifer,Lifer,0.491458520457,0.381044109297,2001,rock
The Very Best Of,Lighthouse Family,0.663229687567,0.402167047517,2001,soul
Bad Azz,Lil Boosie,0.872325597018,0.535891042959,2006,rap
Thug Passion,Lil Boosie feat. Bun B_ Trae_ Yo Gotti & Foxx,0.872325597018,0.535891042959,2009,rap
Lil' Band O Gold,Lil' Band O' Gold,0.35627831338,0.0,2000,vocal
LDN,Lily Allen,0.916058238483,0.53540837923,2009,vocal
22 (Vingt Deux),Lily Allen Featuring Ours,0.676885931406,0.53540837923,2009,vocal
Minutes To Midnight,Linkin Park,0.887386080596,0.79114300239,2007,rock
Just For You,Lionel Richie,0.776675855685,0.553071991462,2004,vocal
Here's The Deal,Liquid Soul,0.62900822586,0.361917926414,2000,techno
The Invisible Conquest,Liquid Stranger,0.540123026187,0.376200928781,2007,techno
Maiden's Prayer,Lisa Lynne,0.605139699964,0.420937754837,2001,rock
LeftBack,Little Brother,0.73463031822,0.495523045058,2010,soul
Girls of the 60's,Little Eva,0.590131051895,0.384549527936,2000,vocal
The Best Of Little Feat,Little Feat,0.674913857635,0.479187492236,2006,vocal
Grits Ain't Groceries,Little Milton,0.579424108456,0.386441097104,2007,techno
Deal With The Devil,Lizzy Borden,0.609819761152,0.419967935771,2000,rock
The Hunger For More,Lloyd Banks,0.725843499395,0.601187377852,2004,reggae
My So Called Knife,Lollipop Lust Kill,0.575646718017,0.38407978444,2002,rock
Let's Be Us Again,Lonestar,0.753475620346,0.529915121495,2004,rock
Wonders Of The World,Long Beach Dub Allstars,0.575412600552,0.417351055803,2001,rock
Loopus Interruptus (Forgotten Treasures & Lost Artifacts),Loop Guru,0.569359905962,0.352870871463,2001,techno
Today's Song For Tomorrow,Lord Sterling,0.325700770999,0.3054500656,2004,rock
12 Vivos,Los Auténticos Decadentes,0.610330728064,0.407821564861,2004,rock
La Medalla,Los Chunguitos,0.51503358359,0.372356587534,2001,pop
Bienvenidos A La Época Iconoclasta,Los Delinqüentes,0.605874049333,0.433945513831,2009,rock
Rumba Que Te Tumba,Los Titanes,0.481621471385,0.384201629173,2008,jazz
Lot Lorien,Lot Lorien,0.430214596544,0.348650309552,2007,rock
The Red Record,Loudermilk,0.472468368389,0.313180080331,2002,rock
High Wide & Handsome - The Charlie Poole Project,Loudon Wainwright III,0.661080167604,0.442765842029,2009,vocal
Breakout,Louisa Mark,0.330647051543,0.273269209344,2003,reggae
Eleanor,Low Millions,0.562090336907,0.387146501652,2004,rock
lo mejor de  Luar na Lubre,Luar Na Lubre,0.6333136085,0.419860993975,2001,instrumental
Silver Sorgo,Luis Alberto Spinetta,0.577633149704,0.439843854133,2001,rock
Le Roi de la Bossa Nova,Luiz Bonfa,0.549282907459,0.347547580526,2005,jazz
Doin' My Thing,Luke Bryan,0.748536142226,0.702594754616,2009,rock
Mate Tron,Luke Vibert,0.632718260552,0.436599339455,2007,techno
Superstar,Lupe Fiasco feat. GemStones and Graham Burris,0.902062926903,0.554633230574,2007,soul
Same !@#$ Different Day,Lyrics Born,0.528308348622,0.512197243011,2005,soul
Gommin ja Pommin metsäkarnevaali,M.A. Numminen,0.519969697662,0.41977664523,2002,rock
The Perfect Blend,M.I.K.E.,0.61434553212,0.406591476688,2006,techno
Saturdays = Youth,M83,0.823548253022,0.507115548752,2008,vocal
Music Is My Savior,MIMS,0.796320378166,0.524994964438,2007,rap
Night Shift Blues,Ma Rainey,0.507110848511,0.38556752316,2005,soul
La petite boite en fer,Mademoiselle Sane,0.391836734938,0.352620791136,2007,rock
Jump,Madonna,0.915823253033,0.665576619159,2006,vocal
I'm No Angel,Mae West,0.467627686935,0.321713203693,2006,vocal
Gaia II,Mago de Oz,0.629751605102,0.53141175199,2005,rock
Pon De Floor,Major Lazer / Vybz Kartel / Afrojack,0.699858127331,0.522251910392,2009,reggae
Where There Is Power There Is Always Resistance,Malefaction,0.398218770386,0.279483127122,2003,rock
Best Of Golden Star,Malkit Singh,0.48324306732,0.324430891993,2007,techno
Texas Songster,Mance Lipscomb,0.450852685134,0.332389870281,2000,r&b
Never Seen The Light Of Day -Deluxe Version,Mando Diao,0.807779927796,0.486825413499,2007,vocal
Faso Kanou,Manjul,0.546088317295,0.373911384261,2005,reggae
Christmasville,Mannheim Steamroller,0.705205403329,0.653512932947,2008,techno
The Bucket List,Marc Shaiman,0.510010870826,0.378442736545,2008,soul
Bobby's Girl - The Complete Seville Recordings,Marcie Blane,0.421181869279,0.304911911708,2004,soul
Interior,Marcio Faraco,0.512956420718,0.335547913298,2002,jazz
Live Free Or Die Hard,Marco Beltrami,0.594832623751,0.378649978962,2007,rock
The Ozell Tapes,Marcus Miller,0.695416519042,0.412110495205,2001,soul
Mexico Gran Colección Ranchera - Mariachi Silvestre Vargas,Mariachi Silvestre Vargas,0.292268267345,0.249111798005,2006,vocal
The Emancipation of Mimi,Mariah Carey,0.846455128229,0.787005468689,2005,vocal
Babies Go U2,Mariano Yanani,0.379734511746,0.31386609958,2003,rock
The Definitive Collection,Mark Wills,0.679789023574,0.483035298046,2003,rap
Utopia,Markscheider Kunst,0.541404968634,0.446445661828,2010,rock
Songs About Jane,Maroon 5,0.905477001362,0.84338027443,2002,soul
What's in the Bag?,Marshall Crenshaw,0.54448820111,0.40325046567,2003,rock
Sans Fusils_ Ni Souliers_ A Paris: Martha Wainwright's Piaf Record,Martha Wainwright,0.704244766038,0.497568734282,2009,rock
Live Wide Open,Martin Sexton,0.641197514984,0.44865347113,2000,soul
Timeless,Martina McBride,0.61487093392,0.628246419191,2005,pop
Martriden,Martriden,0.541122639292,0.319619375615,2006,rock
MT3,Massive Töne,0.583841122018,0.371878155243,2002,vocal
Leviathan,Mastodon,0.780461748777,0.574274730517,2004,rock
City Of Black & White,Mat Kearney,0.774798918726,0.543958210589,2009,rock
Live at Stubb's,Matisyahu,0.83059250647,0.639798164281,2004,soul
Here I Am To Worship Vol 2,Matt Redman,0.743458883632,0.51919870209,2003,soul
Safari Beach (Tucasa Micasa),Mau Mau,0.439907658143,0.311559175647,2000,rock
Quand L'Humain Danse,Maurane / Lara Fabian,0.580481347942,0.412610819232,2003,soul
MIMI,Maurice Chevalier,0.502453176521,0.391585329026,2000,vocal
Gangsta For Life: The Symphony Of David Brooks,Mavado,0.694357746437,0.520784106942,2007,techno
Live Radio Sessions,Maximilian Hecker,0.621121051286,0.435684070209,2005,rock
Bushido Karaoke,Mayday,0.569477757289,0.39609437166,2005,techno
Maysa,Maysa,0.616436885257,0.409464909228,2008,soul
Out Of Our Minds,Melissa Auf der Maur,0.569988889234,0.366816133792,2010,rock
Pick Your Battles,Melvins,0.726959806261,0.45686542035,2009,rock
The Best Of The Memphis Jug Band,Memphis Jug Band,0.506126773892,0.350787890875,2001,rock
Angelitos Culones,Memphis La Blusera,0.472247769437,0.316724550698,2001,rock
Photographs,Mest,0.690809096186,0.450093382351,2005,techno
Broken_ Beat & Scarred,Metallica,0.852136186667,0.780334119573,2008,vocal
Äio,Metsatöll,0.530412426848,0.371109802237,2010,rock
Turn Me Well,Micachu,0.651583436146,0.405025455331,2008,soul
Invincible,Michael Jackson,0.86652031981,0.766545450757,2001,vocal
From Conception to Birth: A Life Unfolds,Michael Whalen,0.456605059966,0.36074498441,2004,jazz
Piano Voix,Michèle Bernard,0.448892805032,0.398442223726,2008,pop
World Series Of Love,Midwest Product,0.528107467726,0.348332908981,2003,techno
Colorful You,Miguel Migs,0.658349215353,0.396963183629,2002,vocal
Trumpets - The Transformation,Mike Vax,0.314412068697,0.217993638392,2001,jazz
Remodelled,Milieu,0.565102058046,0.360054673342,2007,techno
Supersized,Milk Inc.,0.652801354921,0.443098946532,2006,vocal
Mindy McCready,Mindy McCready,0.679292184444,0.431882756338,2002,rock
A New Hope,Minipop,0.612770671119,0.372890580798,2007,techno
Finistériens,Miossec,0.551311116606,0.35766344769,2009,rock
Openbare Weg,Mira,0.545110950821,0.34575124702,2006,techno
The Herethereafter,Miranda Lee Richards,0.556693339702,0.401209642446,2001,rock
Ministry of Sound Presents 100,Mish Mash,0.505644261572,0.351210536532,2006,techno
God Gets The Glory,Mississippi Mass Choir,0.507784205169,0.459629607587,2003,r&b
In Disgust We Trust,Mistress,0.495796932135,0.389498817417,2005,rap
American Legend,Mitch Ryder,0.4767476814,0.294053193399,2004,vocal
Amerikaz Nightmare,Mobb Deep,0.772272160928,0.500119335075,2004,rap
Amerikaz Nightmare,Mobb Deep featuring Nate Dogg,0.772272160928,0.500119335075,2004,rap
In Loving Memory,Modeselektor,0.741195239475,0.39579354591,2002,techno
Far Beyond The Endless,Moist,0.598332500362,0.320507918418,2010,rock
These Days Will Fade,Moments In Grace,0.560201911809,0.375223967072,2004,rock
Navnet Jesus,Mons Leidvin Takle,0.221726078186,0.282402199352,2001,jazz
Monolithic baby!,Monster Magnet,0.687294463335,0.517170480632,2004,rock
Wall Of People,Monty Are I,0.702077834134,0.330820071111,2006,rock
Kivenkantaja,Moonsorrow,0.6466185291,0.442652003042,2001,techno
Jealous Me Was Killed By Curiosity,Moros Eros,0.605538218943,0.307540085128,2007,rock
The Long Way Back,Moss,0.602555589129,0.389535576189,2006,techno
Grande,Mother Superior,0.552635095563,0.324277248907,2008,rock
Motograter,Motograter,0.63231964076,0.39425271504,2003,rock
111,Mouth Of The Architect,0.582034795953,0.469055975744,2006,rock
Welcome: Who Are You?,Moving Cloud,0.449663444356,0.284719343755,2008,folk
Shellcode,Moving Ninja,0.486573734184,0.317516298049,2005,electronic
Post Industrial Ceremony,Mr Lab!,0.539311728042,0.343752897,2008,rock
Mo' Mega,Mr. Lif,0.687454095457,0.448629111593,2006,rap
Judgement Days,Ms. Dynamite,0.589694605247,0.383863704328,2005,soul
Put Him Out,Ms. Dynamite / Bounty Killer,0.589694605247,0.383863704328,2002,soul
A Little Deeper,Ms. Dynamite / Kymani Marley,0.589694605247,0.383863704328,2002,soul
The Lucky Ones,Mudhoney,0.672680592884,0.476389108826,2008,techno
In The Summertime - Greatest Hits,Mungo Jerry,0.623696863116,0.400211297918,2001,techno
Beyond The Valley Of The Murderdolls,Murderdolls,0.655995345455,0.436329933866,2002,rock
Murphy's Law,Murphy Lee / Zee,0.605703302061,0.429591920025,2003,techno
The Renaissance,MxPx,0.763010513431,0.537675628064,2001,rock
Three Cheers For Sweet Revenge,My Chemical Romance,0.864867842092,0.76607616442,2004,rock
Bajo La Corteza (26 Canciones De Leño),Mägo de Oz,0.629751605102,0.53141175199,2010,rock
Vargstenen,Månegarm,0.614261763858,0.417413023971,2007,rock
Idem,Móveis Coloniais de Acaju,0.624274355705,0.418741084844,2005,rock
New Tattoo,Mötley Crüe,0.724284926643,0.501360613331,2000,rock
Nightly Cares,Múm,0.713945881247,0.466991272287,2004,rock
Seeing Sounds,N.E.R.D.,0.795185385741,0.411295232392,2008,rock
The Best Of N.W.A: The Strength Of Street Knowledge,N.W.A.,0.74770866932,0.520407859726,2006,rap
As Nasty As we Wanna Be,NG3,0.447167953259,0.321854069157,2003,techno
Wolves In Wolves' Clothing,NOFX,0.561131213326,0.554291489013,2006,rock
Au Féminin,Najoua Belyzel,0.58078834985,0.0,2009,pop rock
Desejo,Nana Caymmi,0.523633031781,0.348350022224,2001,soul
Latino Christmas,Nando Lauria,0.46258543954,0.309656148697,2003,jazz
Still Unforgettable,Natalie Cole,0.690447549773,0.507781667405,2008,soul
These Words (I Love You_ I Love You),Natasha Bedingfield,0.900967633961,0.769674279295,2004,soul
Icons,Naughty By Nature,0.679748141444,0.458595402877,2002,rap
OM,Negura Bunget,0.60009152369,0.475834302149,2006,rock
Chandeliers In The Savannah,Neon Blonde,0.610349426438,0.349483388896,2005,rock
How To Meet Girls,Nerf Herder,0.640151544466,0.442992869385,2000,rock
The Very Best of Nestor Torres,Nestor Torres,0.485921285721,0.353156297467,2001,jazz
Backseat Travelling,Neviss,0.439789946826,0.270025244802,2003,rock
Not Without A Fight,New Found Glory,0.891853779689,0.548228209192,2009,rock
Jetstream,New Order,0.720711057592,0.522047955192,2005,vocal
Same Old Place,NewFound Road,0.518501273167,0.38370057918,2009,vocal
Nicho... En El Bar 2,Nicho Hinojosa,0.539156209732,0.360648924812,2001,acoustic
The Boatmans Call,Nick Cave & The Bad Seeds,0.681581305435,0.479407675575,2006,soul
Keepin' It Cool,Nick Colionne,0.563236431316,0.445438103355,2006,jazz
Who I Am,Nick Jonas & The Administration,0.562642007906,0.446083935492,2010,soul
Photograph [Commercial Single],Nickelback,0.847451713218,0.779968004597,2005,rock
Charlie's Angels: Full Throttle (Music From The Motion Picture),Nickelback featuring Kid Rock,0.847451713218,0.779968004597,2003,rock
Lyssa - Rural Gods And Astonishing Punishments,Nightfall,0.543061143375,0.353364767023,2004,rock
The Faithless,Nights Like These,0.62888684798,0.31075405708,2006,rock
Wishmaster,Nightwish,0.801989215969,0.580345271378,2000,vocal
Things Falling Apart,Nine Inch Nails,0.905776888666,0.598458500982,2000,soul
Luke Vibert's Nuggets,Nino Nardini,0.39951039207,0.323755394552,2001,soul
Time Doesn't Notice,No Address,0.507430629055,0.344984810618,2005,rock
Harmonica Blues,Noah Lewis,0.380341153612,0.0,2002,jazz
Sulla Mia Pelle Special Edition,Noemi,0.499308966696,0.442968188735,2010,techno
What's The Time Mr. Wolf,Noisettes,0.788485245772,0.470107801535,2006,rock
Nolwenn Leroy,Nolwenn Leroy,0.69528382455,0.402583236459,2003,vocal
Furious EP,Non Stop DJs,0.415280900364,0.284260942742,2004,techno
Electric Blue Watermelon,North Mississippi Allstars,0.746213856809,0.476955046291,2005,soul
Till Death Unites Us,Norther,0.766974512784,0.443492213496,2006,punk
All City (Clean),Northern State,0.686862470836,0.414292679235,2004,rock
Free Bossa,Nouvelle,0.631482179199,0.0,2000,jazz
Supernova,Novaspace,0.688040857152,0.372307463462,2002,vocal
The Blue,Novembre,0.649602604225,0.413070411394,2007,rock
Tricks Of Life,Novika,0.607105153111,0.424558128676,2006,techno
Doyle's Brunch,O'2L,0.379173495891,0.29149863156,2005,techno
CD00,OV7,0.577232155031,0.431448034568,2000,pop
Solo Exitos,Obie Bermudez,0.605116354918,0.347522826825,2004,pop
New Pin,Oceansize,0.677016696215,0.490034460639,2005,soul
Jodelzauber,Oesch's die Dritten,0.257251521691,0.138461596356,2007,folk
Dr. Nos Ethiopium,Oh No,0.670642843514,0.426777820116,2009,soul
In Defiance Of Existence,Old Man's Child,0.635483455074,0.428441940289,2003,rock
Redeye 2008 Holiday Sampler,Old Soul,0.506114298626,0.331906722428,2008,indie
Sobrevivir,Olga Tañon,0.57616458742,0.439292039979,2002,pop
100% Merengue,Olga Tañón,0.57616458742,0.439292039979,2006,pop
La Femme Chocolat,Olivia Ruiz,0.621201748405,0.374365680245,2005,vocal
One Block Radius,One Block Radius,0.646851193887,0.406092676532,2008,soul
Is This Room Getting Smaller?,Onesidezero,0.596642396041,0.338104009723,2001,rock
Onyx/ Bacdafucup II,Onyx,0.636582379001,0.421287262511,2002,rock
You And Me,Open Hand,0.614887588217,0.377828215446,2004,rock
Manifesto,Opiate For The Masses,0.652653583608,0.408419950011,2008,rock
The Altogether,Orbital,0.693009203581,0.498668874796,2001,techno
10 De Colección,Orquesta Aragón,0.508731241151,0.332930951194,2003,techno
2nd18/04,Orthrelm,0.520420053094,0.296553690512,2002,soul
Desert Caravan,Oscar Lima,0.282317588288,0.104101665832,2000,indie
White African,Otis Taylor,0.590792957181,0.39488443784,2001,soul
Speakerboxxx/The Love Below,OutKast,0.796419552926,0.574497025958,2003,techno
Blood Brothers,Outerspace,0.611933956413,0.372350869597,2006,rock
Of June,Owl City,0.795729700238,0.693524720237,2007,rock
Ensorsoleil,Oztara,0.450877777726,0.313171601948,2005,indie
Epic Fits,PRE,0.554003011356,0.356122889114,2007,rock
If You Want it,Pacha Massive,0.590818773039,0.420945486034,2009,techno
The Independent Scrutineer,Pagan Wanderer Lu,0.453600538864,0.350803574069,2006,rock
Inolvidables RCA - 20 Grandes Exitos,Palito Ortega,0.455087591331,0.360163491409,2004,rock
A Fever You Can't Sweat Out,Panic! At The Disco,0.842368943943,0.604655128135,2005,rock
YOUR WORLD IS BURNING,Panzer AG,0.588608086549,0.373611111911,2006,rock
21 Gun Salute,Papoose,0.772471312674,0.440407443919,2006,vocal
Polyvinyl 2002 - 2003 Sampler,Paris_ Texas,0.513932263677,0.290906325426,2002,techno
Les Fleurs Du Bien,Pascal Obispo,0.561272322612,0.377852557035,2006,rock
Three Days,Pat Green,0.690893776012,0.566138398011,2001,pop rock
Day Trip/Tokyo Day Trip,Pat Metheny,0.725974866336,0.463979513898,2008,rock
Soul of a Free Man,Patrick Lamb,0.462384381811,0.344318542349,2007,soul
Gung Ho,Patti Smith,0.737001276892,0.504964405987,2000,soul
Werewolves and Lollipops,Patton Oswalt,0.592797346267,0.453629718069,2007,rock
Downtown Church,Patty Griffin,0.716101705237,0.514523378441,2010,vocal
Words Touch,Paul Avgerinos,0.449278964514,0.317125718746,2004,electronic
The City,Paul Brown,0.510075541389,0.397493834986,2005,soul
The Other Boleyn Girl,Paul Cantelon,0.470828036275,0.350476630839,2008,rock
Screamin' and Hollerin' The Blues,Paul Geremia,0.337361712715,0.258106247437,2004,folk
Beautiful,Paul Glazby,0.52249045051,0.350285512219,2001,techno
Aint Love Strange,Paul Thorn,0.583580795396,0.323452004357,2006,rock
Riot Act,Pearl Jam,0.814448110417,0.607971809563,2002,vocal
To Pathos Ine Aformi,Peggy Zina,0.32467743102,0.304184256208,2009,pop
In A Nutshell,Pelle Carlberg,0.640720629481,0.413296281531,2007,rock
A Brief History,Penguin Café Orchestra,0.635087811262,0.40650824852,2001,rock
The Fuse,Pennywise,0.81699818908,0.512229189391,2005,rock
Larger Than Life,Pepe Kalle,0.337576041247,0.0,2005,techno
To Da Max,Pepper,0.765141417908,0.471493226676,2007,rock
The Out Sound From Way In!,Perrey And Kingsley,0.53060579794,0.350327605227,2001,techno
7 Days In Memphis,Peter Gallagher,0.516323199451,0.348371647347,2005,soul
Raise The Dead,Phantom Planet,0.76400336855,0.5423950935,2008,rock
Phantomsmasher,Phantomsmasher,0.25265207341,0.309794149388,2002,rock
Love Songs,Phil Collins,0.814506223599,0.584836888719,2002,soul
Prayer Of A Common Man,Phil Vassar,0.704994472108,0.504855154444,2008,techno
Theater Music Archive Volume 1,Philip Glass,0.711380095973,0.466224300345,2007,rock
Get Down Or Lay Down,Philly's Most Wanted,0.427790621088,0.308163474494,2001,rap
Solaris,Photek,0.645426499287,0.438779160645,2000,techno
No_ Not Me_ Never,Photo Atlas,0.594540790308,0.348615302286,2007,rock
And The Wicked Sea,Pictures of Then,0.535473242464,0.273643478873,2009,rock
Le Plaisir des Dieux,Pierre Perret,0.510301323192,0.35297647202,2007,rock
The Never Ending Why,Placebo,0.80452352067,0.586433378718,2009,soul
Out of the Club Into the Night,Planetakis,0.508461668329,0.357049054113,2007,rock
The Real Testament,Plies,0.919517092225,0.547940429488,2007,reggae
The Real Testament,Plies featuring Tank,0.919517092225,0.547940429488,2007,reggae
Eargasm,Plump DJs,0.630107321615,0.453000826092,2003,techno
The Great Polka Swindle,Polkaholix,0.469788161122,0.435798645216,2007,rock
Latin Spirits,Poncho Sanchez,0.577228502778,0.373552391014,2001,soul
The Incident,Porcupine Tree,0.830252261722,0.507965802159,2009,rock
Gridshift,Portable,0.532850502341,0.302930470625,2002,techno
Kongmanivong,Power Pill Fist,0.488169687909,0.378660278264,2008,rock
The Truth,Precious Bryant,0.462996094372,0.329391949162,2005,rock
The Lucky Ones,Pride Tiger,0.581462730866,0.381345282399,2007,rock
All Empires Fall,Primordial,0.751040126113,0.418193099976,2007,rock
Tous Mes Rêves,Princess Lover,0.569131586198,0.399492787464,2007,rap
Wurzeln & Flügel,Pyranja,0.548672435741,0.35850092274,2003,rock
Wunderland (plus Bonustracks),Pyrolator,0.456620687222,0.347766980164,2005,techno
Tango Bitter Sweet,Quadro Nuevo,0.530022310125,0.409244638616,2006,jazz
Songs For The Deaf,Queens Of The Stone Age,0.798645178742,0.552413345517,2002,soul
Around The Sun,R.E.M.,0.730669501935,0.623835200923,2004,soul
First Recordings,R.L. Burnside,0.701180873608,0.466628888902,2001,rock
Stop The World,RIDDLIN' KIDS,0.589072819804,0.392659212891,2004,rock
Crown Royal,RUN-DMC Featuring Jagged Edge,0.686988954629,0.606630151729,2001,techno
Till There Was You,Rachael Starr,0.614394091554,0.427903697848,2005,techno
The Sisterhood of the Traveling Pants 2,Rachel Portman,0.603882792439,0.394282621145,2008,vocal
Zeno Beach,Radio Birdman,0.617438461241,0.392977289303,2006,rock
Brain Cycles,Radio Moscow,0.616566080659,0.448233202771,2009,rock
The Best Of,Radiohead,0.899934952232,0.604666876351,2003,rock
Live at the Grand Olympic Auditorium,Rage Against The Machine,0.783458021053,0.589086799818,2000,rock
Dirty Harriet,Rah Digga (Featuring Outsidaz),0.583231604588,0.411448142778,2000,rock
Volontany,Rajery,0.481773106518,0.300383177304,2005,techno
The Seventh Seal,Rakim feat. Tracey Horton,0.701260700538,0.418894704702,2009,techno
The Tomb,Ramesses,0.55660196499,0.364295838516,2005,rock
Stax Profiles - Rance Allen,Rance Allen Group,0.428516150461,0.269288257355,2006,soul
Une Nuit Au Châtelet,Raphaël,0.557460219739,0.386151631413,2007,vocal
Reach 454,Reach 454,0.417164422327,0.317288597706,2003,rock
By The Way,Red Hot Chili Peppers,0.833967972053,0.57620196628,2002,soul
The Years,Red I Flight,0.747061426955,0.327526078019,2008,rock
My Suitcase Is Always Packed,Red Stick Ramblers,0.550752434793,0.37604874875,2000,rock
Red Gone Wild,Redman,0.743129776148,0.493566842697,2007,soul
Monkeys For Nothin' And The Chimps For Free,Reel Big Fish,0.784143964796,0.553168863584,2007,rock
Lazy Afternoon,Regina Belle,0.56602430216,0.384601685548,2004,soul
Songs For The Poor Man,Remmy Ongala,0.423065328443,0.27343951066,2007,soul
The Way I Feel,Remy Shand,0.537849447116,0.36419124423,2002,vocal
Art & Soul,Renee Rosnes,0.438213093979,0.325018376371,2000,soul
Say How I Feel,Rhian Benson,0.491835959058,0.389414014034,2004,soul
Tiny Blue Biosphere,Rhian Sheehan,0.558007751919,0.414780659073,2002,rock
Rhinoceros,Rhinoceros,0.573386724118,0.328650096388,2002,techno
Teddy Picker,Richard Hawley And Death Ramps_ Arctic Monkeys,0.816596710223,0.553661233298,2007,rock
Popcorn,Richi M.,0.435448191435,0.291685839904,2000,techno
If Every Day Could Be Christmas,Richie McDonald,0.524747608553,0.330240285922,2009,reggae
Que Vuelva La Musica,Richie Ray & Bobby Cruz,0.508124533736,0.360425106483,2005,rock
Portrait,Rick Astley,0.754917645451,0.507464243115,2005,soul
La Historia,Ricky Martin,0.7309590855,0.481426936478,2001,vocal
Ricky Martin MTV Unplugged,"Ricky Martin Feat. La Mari de ""Chambao",0.7309590855,0.481426936478,2008,vocal
We Ride,Rihanna,0.917863905848,0.908202619208,2006,techno
This Is Noise,Rise Against,0.847081688244,0.625080480974,2001,rock
The Project,Rishi Rich,0.492669502562,0.331373169899,2006,vocal
The Italian Sessions,Rita Chiarelli,0.404823303308,0.288050285376,2006,soul
Soul On Ten,Robben Ford,0.604820431918,0.383877493634,2009,soul
Conker: Live And Reloaded (Original Soundtrack),Robin Beanland/Dweezil Zappa/Nile Rodgers/Rabbit In The Moon,0.385340538313,0.319817386072,2005,techno
I See Stars - The Trance Album,Robin Fox,0.471929051691,0.290513226624,2001,techno
Rocket Redux,Rocket From The Tombs,0.470615400591,0.355646469026,2002,rock
Three The Hard Way,Rodney O & Joe Cooley,0.4157846077,0.307902093869,2002,rap
Sonoran Hope and Madness,Roger Clyne & The Peacemakers,0.565760016263,0.419497926843,2002,rock
Lost,Roger Sanchez,0.718672349752,0.451648407322,2006,vocal
L'indret Prohibit,Roger Subirana,0.394221668354,0.349669629946,2002,instrumental
Wanita,Rokia Traoré,0.580367094837,0.359662997254,2000,soul
Music & You,Room 5,0.578211188549,0.371573090072,2003,techno
Calling The World,Rooney,0.775494507588,0.542601870216,2007,rock
Rise,Rubyhorse,0.547230937778,0.345306908083,2002,rock
