title,release,artist_name,duration,artist_familiarity,artist_hotttnesss,year,term
Epilog,Backseat Travelling,Neviss,53.39383,0.439789946826,0.270025244802,2003,indie
Spain,Backseat Travelling,Neviss,169.66485,0.439789946826,0.270025244802,2003,indie
Need To Shout,In Case We Die,Architecture In Helsinki,249.28608,0.807876867889,0.505181615869,2005,indie
The Same Old Innocence,Places Like This,Architecture In Helsinki,210.49424,0.807876867889,0.505181615869,2007,indie
Intensity In Ten Cities,Ley Lines,Embrace the End,247.48363,0.580369789607,0.420176593517,2008,indie
Ley Lines,Ley Lines,Embrace the End,364.14649,0.580369789607,0.420176593517,2008,indie
Gotta Pay (Produced by Oddisee),Mirror Music,Wordsworth,254.98077,0.592238742665,0.401734350964,2004,indie
Don't Go (Produced by Frequency),Mirror Music,Wordsworth feat. Adanita Ross,237.13914,0.592238742665,0.401734350964,2004,indie
The World Turned Upside Down,Fix You,Coldplay,269.34812,0.8650215115,0.916053228284,2005,indie
One I Love,In My Place,Coldplay,274.41587,0.8650215115,0.916053228284,2002,indie
A Rush Of Blood To The Head (Live In Sydney),Live 2003,Coldplay,410.8273,0.8650215115,0.916053228284,2003,indie
Speed Of Sound (Live),Speed Of Sound,Coldplay,285.04771,0.8650215115,0.916053228284,2005,indie
Things I Don't Understand,Speed Of Sound,Coldplay,295.67955,0.8650215115,0.916053228284,2005,indie
Boring,Lifer,Lifer,228.62322,0.491458520457,0.381044109297,2001,indie
Breathless,Lifer,Lifer,286.53669,0.491458520457,0.381044109297,2001,indie
Daydreaming [Jakwob Remix],Ultraviolet,Kid Sister,277.2371,0.749395044898,0.464517525672,2009,indie
Lose Your Money,Voices Of Americana: Delbert McClinton,Delbert McClinton,114.31138,0.69992476451,0.449668690752,2000,indie
Lover In Demand,Voices Of Americana: Delbert McClinton,Delbert McClinton,105.35138,0.69992476451,0.449668690752,2000,indie
Openbare Weg,Openbare Weg,Mira,177.81506,0.545110950821,0.34575124702,2006,indie
Sixth of June,Sirens,It Dies Today,184.24118,0.772230439038,0.511576782928,2007,indie
One the road (to Damnation),Sirens,It Dies Today,179.40853,0.772230439038,0.511576782928,2006,indie
What Is Light? Where Is Laughter? (Acoustic Version),What Is Light? Where Is Laughter?,Twin Atlantic,240.19546,0.690257596259,0.419028046409,2008,indie
Passage To Melilla,Wunderland (plus Bonustracks),Pyrolator,180.24444,0.456620687222,0.347766980164,2005,indie
C'est Moi,Hear Globally: A Cumbancha Collection,Rupa & the April Fishes,251.76771,0.568428704355,0.379868109943,2009,indie
Innizar,Icarus,The Forms,208.14322,0.576568765594,0.41252805158,2003,indie
Red Gun,The Forms,The Forms,145.08363,0.576568765594,0.41252805158,2007,indie
Shameless,So Wrong_ It's Right,All Time Low,221.67465,0.842431482081,0.526458223464,2007,indie
Umbrella,Umbrella,All Time Low,227.70893,0.842431482081,0.526458223464,2008,indie
Enervé,J'Aime Pas L'Amour,Olivia Ruiz,230.24281,0.621201748405,0.374365680245,2004,indie
Vitrier,La Femme Chocolat,Olivia Ruiz,252.86485,0.621201748405,0.374365680245,2005,indie
Dinosaur Bones,Age Of Reptiles,Showbread,264.01914,0.698619546973,0.546745176247,2006,indie
The Pig,Nervosa,Showbread,197.79873,0.698619546973,0.546745176247,2008,indie
Nothing Matters Anymore,The Fear Of God,Showbread,252.21179,0.698619546973,0.546745176247,2009,indie
Crushing Belial,Of One Blood,Shadows Fall,325.17179,0.733433226583,0.455558796993,2000,indie
What Drives The Weak,The War Within,Shadows Fall,283.48036,0.733433226583,0.455558796993,2004,indie
The Waiting,Death Valley High,Zombina & The Skeletones,145.3971,0.603602148412,0.409484252656,2006,indie
I Was a Human Bomb for the FBI,I Was a Human Bomb for the FBI,Zombina & The Skeletones,210.93832,0.603602148412,0.409484252656,2006,indie
Can't Break a Dead Girl's Heart,Taste the Blood Of...,Zombina & The Skeletones,152.65914,0.603602148412,0.409484252656,2002,indie
Don't Bring Flowers,Don't Bring Flowers,Erik Hassle,308.81914,0.630667218526,0.474247725455,2009,indie
Back Then,Mr. Sad Clown,BoDeans,216.08444,0.617608693987,0.405967369202,2010,indie
The Sweetest Curse,Blue Record,Baroness,270.52363,0.73909928175,0.471126714521,2009,indie
Grad,The Red Album,Baroness,354.79465,0.73909928175,0.471126714521,2007,indie
Wanderlust,The Red Album,Baroness,269.71383,0.73909928175,0.471126714521,2007,indie
Stairs To the Attic,In the Attic of the Universe,The Antlers,277.99465,0.726299713385,0.466946703147,2007,indie
The Carrying Arms,In the Attic of the Universe,The Antlers,107.98975,0.726299713385,0.466946703147,2007,indie
Width Of The World,Helium,Tin Hat Trio,407.06567,0.547801656047,0.36947051062,2000,indie
Scrap,Helium,Tin Hat Trio,44.59057,0.547801656047,0.36947051062,2000,indie
Rubies_ Pearls_ And Emeralds,The Rodeo Eroded,Tin Hat Trio,292.04853,0.547801656047,0.36947051062,2002,indie
Willow Weep For Me (With Willie Nelson),The Rodeo Eroded,Tin Hat Trio,276.58404,0.547801656047,0.36947051062,2002,indie
Under The Palms,Solaris,Photek,157.3873,0.645426499287,0.438779160645,2000,indie
Terminus,Solaris,Photek,326.922,0.645426499287,0.438779160645,2000,indie
Junk,Solaris,Photek,327.88853,0.645426499287,0.438779160645,2000,indie
House Of Wolves (Album Version),The Black Parade,My Chemical Romance,184.00608,0.864867842092,0.76607616442,2006,indie
The End. [Live In Mexico],The Black Parade Is Dead!,My Chemical Romance,154.30485,0.864867842092,0.76607616442,2008,indie
You Know What They Do To Guys Like Us In Prison (Album Version),Three Cheers For Sweet Revenge,My Chemical Romance,173.73995,0.864867842092,0.76607616442,2004,indie
Interlude (Album Version),Three Cheers For Sweet Revenge,My Chemical Romance,57.18159,0.864867842092,0.76607616442,2004,indie
Perca peso,Idem,Móveis Coloniais de Acaju,320.05179,0.624274355705,0.418741084844,2005,indie
Esquilo não samba,Idem,Móveis Coloniais de Acaju,271.5424,0.624274355705,0.418741084844,2005,indie
Tel Que Tu Es,5:55,Charlotte Gainsbourg,189.70077,0.74400791471,0.520049688179,2006,indie
Le Chat du Café des Artistes,IRM,Charlotte Gainsbourg,241.65832,0.74400791471,0.520049688179,2009,indie
IRM,IRM,Charlotte Gainsbourg,154.95791,0.74400791471,0.520049688179,2009,indie
I Constantly Thank God For Esteban (Album Version),A Fever You Can't Sweat Out,Panic! At The Disco,210.25914,0.842368943943,0.604655128135,2005,indie
Enero en la playa (Edit),Facto Delafe y las flores azules VS El monstruo de las ramblas,Facto Delafe y las flores azules,158.45832,0.636119207143,0.363499577136,2005,indie
Lametavolante,Facto Delafe y las flores azules VS El monstruo de las ramblas,Facto Delafe y las flores azules,127.79057,0.636119207143,0.363499577136,2005,indie
Desde el este,La luz de la mañana,Facto Delafe y las flores azules,100.362,0.636119207143,0.363499577136,2007,indie
Change Clothes,R&B Love Collection Summer 2009,Jay-Z,259.05587,0.86003324814,0.781412341994,2003,indie
Crawlspace,To The 5 Boroughs,Beastie Boys,173.60934,0.853124523276,0.591628024008,2004,indie
Don't Upset The Rhythm (Go Baby Go),Clubland 15,Noisettes,218.46159,0.788485245772,0.470107801535,2009,indie
Bridge To Canada,What's The Time Mr. Wolf,Noisettes,205.06077,0.788485245772,0.470107801535,2006,indie
Eleanor,Eleanor,Low Millions,193.38404,0.562090336907,0.387146501652,2004,indie
Bad Woman,Teddy Picker,Richard Hawley And Death Ramps_ Arctic Monkeys,139.78077,0.816596710223,0.553661233298,2007,indie
From The Ritz To The Rubble,Whatever People Say I Am_ That's What I'm Not,Arctic Monkeys,193.43628,0.816596710223,0.553661233298,2004,indie
Fake Tales Of San Francisco,Whatever People Say I Am_ That's What I'm Not,Arctic Monkeys,177.94567,0.816596710223,0.57707587455,2004,indie
Dancing Shoes,Whatever People Say I Am_ That's What I'm Not,Arctic Monkeys,141.13914,0.816596710223,0.553661233298,2004,indie
Haughtiness And Puerile Dreams,Perdition Diaries,Autumnblaze,277.75955,0.493891152979,0.35549595658,2009,indie
Say Something [featuring Jean Grae] (Album Version),Eardrum,Talib Kweli,222.11873,0.77279440418,0.55101644296,2007,indie
Everything Man (Album Version),Eardrum,Talib Kweli,196.33587,0.77279440418,0.55101644296,2007,indie
Catcher In The Rye,Chinese Democracy,Guns N' Roses,352.96608,0.844085061395,0.71366981958,2008,indie
Was wollen wir noch mehr?,Für Dich Immer Noch Fanta Sie,Die Fantastischen Vier,316.55138,0.686452083232,0.517259283138,2010,indie
Pants_ Meet Shit,Canada Songs,Daughters,52.11383,0.676869596869,0.384133614306,2003,indie
Jones From Indiana,Canada Songs,Daughters,64.9922,0.676869596869,0.384133614306,2003,indie
Say Say Say (Waiting 4 U) (Tocadisco's Not Guilty Remix),Say Say Say (Waiting 4 U),Hi-Tack,345.96526,0.497254193345,0.425768883891,2006,indie
Deep Sea Creature,Call of the Mastodon,Mastodon,280.21506,0.780461748777,0.574274730517,2001,indie
Shadows That Move,Call of the Mastodon,Mastodon,233.58649,0.780461748777,0.574274730517,2001,indie
The Czar: Usurper/Escape/Martyr/Spiral (Album Version),Crack The Skye,Mastodon,654.28853,0.780461748777,0.574274730517,2009,indie
Megalodon,Leviathan,Mastodon,262.89587,0.780461748777,0.574274730517,2004,indie
Another Year,Live,K's Choice,207.56853,0.640757317218,0.451219236891,2000,indie
Help Me Make It Through the Night,The Pride of Country,Charley Pride,172.09424,0.580798777682,0.38934175191,2002,indie
Ammunition,Popular Music Social Condition,The Jane Shermans,235.49342,0.509473276555,0.354295580532,2008,indie
Down On My Knees,Down On My Knees,Ayo,240.95302,0.52259018455,0.390641235878,2006,indie
Life Is Real,Joyful,Ayo,534.62159,0.52259018455,0.390641235878,2006,indie
Complain,Joyful,Ayo,212.71465,0.52259018455,0.390641235878,2006,indie
These Days,Joyful,Ayo,288.31302,0.52259018455,0.390641235878,2006,indie
Down On My Knees,Joyful,Ayo,244.06159,0.52259018455,0.390641235878,2006,indie
Welcome Into My World,Joyful,Ayo,264.56771,0.52259018455,0.390641235878,2006,indie
Watching You,Joyful,Ayo,232.28036,0.52259018455,0.390641235878,2006,indie
Only You,Live At The Olympia,Ayo,288.49587,0.52259018455,0.390641235878,2006,indie
Coral Fang (Album Version),Coral Fang,The Distillers,129.59302,0.681090691743,0.488536125402,2003,indie
Oh Serena,The Distillers,The Distillers,152.68526,0.681090691743,0.488536125402,2000,indie
The Blackest Years (CD only hidden track),The Distillers,The Distillers,448.54812,0.681090691743,0.488536125402,2000,indie
Ask The Angels,The Distillers,The Distillers,190.95465,0.681090691743,0.488536125402,2000,indie
World Comes Tumblin' Down,The Distillers,The Distillers,188.21179,0.681090691743,0.488536125402,2000,indie
Knight -> King 4,The Independent Scrutineer,Pagan Wanderer Lu,346.25261,0.453600538864,0.350803574069,2006,indie
Soot and Stars,Rarities & B-Sides,The Smashing Pumpkins,399.98649,0.887920450193,0.64722472378,2001,indie
Real Love,Rotten Apples_ The Smashing Pumpkins Greatest Hits,The Smashing Pumpkins,249.62567,0.887920450193,0.64722472378,2000,indie
Per Colpa Tua,Sulla Mia Pelle Special Edition,Noemi,226.37669,0.499308966696,0.442968188735,2010,indie
The Ghost At #1,Best!,Jellyfish,216.60689,0.593216547939,0.444904176667,2006,indie
Jetstream - Arthur Baker Remix,Jetstream,New Order,421.95546,0.720711057592,0.522047955192,2005,indie
Ja (Hanno's Poppersmonstermix),36 Grad Remixe,2raumwohnung,357.85098,0.664559978604,0.397569595443,2007,indie
Mädchen mit Plan,In wirklich,2raumwohnung,272.95302,0.664559978604,0.397569595443,2002,indie
Lachen und weinen,Kommt zusammen,2raumwohnung,335.17669,0.664559978604,0.397569595443,2001,indie
Rette Mich Später (Michael Ilbert Radio Mix),Rette Mich Später,2raumwohnung,234.34404,0.664559978604,0.397569595443,2010,indie
The Sukkubus Lustrate,Bondage Goat Zombie,Belphegor,178.15465,0.683525064982,0.4730831924,2008,indie
Armageddon's Raid,Bondage Goat Zombie,Belphegor,308.76689,0.683525064982,0.4730831924,2008,indie
Realizer,Legion Of Boom,The Crystal Method,228.85832,0.740796632166,0.555741673066,2004,indie
Song 2,Self-Selected,Faith Yang,134.97424,0.374024633035,0.187213290249,2009,indie
Oversleeping,Crownsdown,themselves,195.18649,0.628274448933,0.428834536217,2009,indie
Crayon Sharpener,Them,themselves,271.43791,0.628274448933,0.428834536217,2003,indie
Directions to my special place,Them,themselves,274.1024,0.628274448933,0.428834536217,2003,indie
You Devil You,the no music.,themselves,245.31546,0.628274448933,0.428834536217,2002,indie
I've Been Thinking featuring Cat Power (Album Version),White People,Handsome Boy Modeling School,324.07465,0.587029625798,0.410850787117,2004,indie
Rock And Roll (Could Never Hip Hop Like This) Part 2 featuring Lord Finesse_ Mike Shonoda_ Chester Bennington_ Rahzel_ Qbert_ Grand Wizard Theodore & Jazzy Jay (Instrumental),White People,Handsome Boy Modeling School,384.70485,0.587029625798,0.410850787117,2004,indie
English House,Sun Giant,Fleet Foxes,281.18159,0.786212059154,0.547609033098,2008,indie
You Are My Memoir,The Ken Burns Effect,Stars Like Fleas,264.51546,0.511711973437,0.332567729946,2007,indie
Your Revolution Is A Joke,Casually Dressed And Deep In Conversation,Funeral For A Friend,164.54485,0.85107300895,0.590449276812,2003,indie
All The Rage (Clean Album Version),Hours,Funeral For A Friend,217.49506,0.85107300895,0.590449276812,2005,indie
Building,Memory And Humanity,Funeral For A Friend,160.23465,0.85107300895,0.590449276812,2008,indie
Kicking And Screaming,Memory And Humanity,Funeral For A Friend,205.16526,0.85107300895,0.590449276812,2008,indie
Crash And Burn [Home Demo],Tales Don't Tell Themselves,Funeral For A Friend,261.14567,0.85107300895,0.590449276812,2007,indie
All Hands On Deck part 2: Open Water [Album Version],Tales Don't Tell Themselves,Funeral For A Friend,228.64934,0.778830899993,0.593473085386,2007,indie
Juneau [Live],The Great Wide Open,Funeral For A Friend,251.21914,0.85107300895,0.590449276812,2007,indie
Another Lover,Whatever Gets You Off,The Last Vegas,237.11302,0.633401189672,0.458549175939,2009,indie
Clever Girls Like Clever Boys Much More Than Clever Boys Like Clever Girls,In A Nutshell,Pelle Carlberg,247.24853,0.640720629481,0.413296281531,2007,indie
I Love You_ You Imbecile,In A Nutshell,Pelle Carlberg,174.81098,0.640720629481,0.413296281531,2007,indie
La Pierrade,Best of (Deluxe Version),Bénabar,243.59138,0.609294155146,0.373060492812,2007,indie
Le Zoo De Vincennes,Les Risques du Métier,Benabar,238.44526,0.609294155146,0.373060492812,2003,indie
Porcelaine,Live Au Grand Rex,Benabar,235.02322,0.609294155146,0.373060492812,2001,indie
Christelle Est Une Ordure,Reprise Des Négociations,Bénabar,224.9922,0.609294155146,0.373060492812,2005,indie
Tu Peux Compter Sur Moi,Reprise Des Négociations,Bénabar,188.94322,0.609294155146,0.373060492812,2005,indie
BYOB (Explicit Album Version),Hustlenomics,Yung Joc,193.64526,0.851218063853,0.510490080994,2007,indie
Volumatic Spacer Device,Lo Compilation Mix By Susumu Yokota,The Chap,207.28118,0.612657823643,0.457611173992,2003,indie
We Are Not Impartial,Lo Compilation Mix By Susumu Yokota,The Chap,170.05669,0.612657823643,0.457611173992,2006,indie
They Have a Name,Mega Breakfast,The Chap,145.50159,0.612657823643,0.457611173992,2008,indie
What's Love Got to Do With It,Proper Rock,The Chap,216.2673,0.612657823643,0.457611173992,2008,indie
Gimme Legs,Well Done Europe,The Chap,213.89016,0.612657823643,0.457611173992,2010,indie
I've got Vilking in Me,My Angel Rocks Back and Forth,Four Tet,136.202,0.791761695567,0.474428172899,2004,indie
Plastic People,There Is Love In You,Four Tet,393.84771,0.791761695567,0.474428172899,2010,indie
I'm Hot,Music,Erick Sermon,228.44036,0.577973752903,0.368336782246,2001,indie
Big Time Charlie,Unforgiven,Cockney Rejects,182.25587,0.608824805464,0.42865098879,2007,indie
It's Alright Bruv,Unforgiven,Cockney Rejects,241.50159,0.608824805464,0.42865098879,2007,indie
Pitch In OnA Party,Born And Raised In Compton: The Greatest Hits,DJ Quik,247.562,0.712098902128,0.413393911287,2000,indie
Cabiria,Wishful Thinking,Hot Club Of Cowtown,203.96363,0.55142730694,0.389847526573,2009,indie
The Magic Violin,Wishful Thinking,Hot Club Of Cowtown,163.10812,0.55142730694,0.389847526573,2009,indie
Satisfaction,Gomma Dance Tracks Vol. 2,Who Made Who,265.32526,0.621486700425,0.463608077127,2004,indie
Nightly Cares,Nightly Cares,Múm,249.05098,0.713945881247,0.466991272287,2004,indie
The Meantime,Live 2004,Phantom Planet,209.34485,0.76400336855,0.5423950935,2004,indie
Here I Am,Negatives,Phantom Planet,120.65914,0.76400336855,0.5423950935,2004,indie
After Hours,Phantom Planet,Phantom Planet,164.12689,0.76400336855,0.5423950935,2004,indie
Leader (Album Version),Raise The Dead,Phantom Planet,169.84771,0.76400336855,0.5423950935,2008,indie
Follow You Home (Album Version),All The Right Reasons,Nickelback,260.33587,0.847451713218,0.779968004597,2005,indie
Saturday Night's Alright (For Fighting),Charlie's Angels: Full Throttle (Music From The Motion Picture),Nickelback featuring Kid Rock,223.99955,0.847451713218,0.779968004597,2003,indie
If Today Was Your Last Day (Album Version),Dark Horse,Nickelback,248.05832,0.847451713218,0.779968004597,2008,indie
Savin' Me,NOW (That's What I Call Music) 22,Nickelback,217.62567,0.847451713218,0.779968004597,2005,indie
We Will Rock You,Photograph [Commercial Single],Nickelback,119.7971,0.847451713218,0.779968004597,2005,indie
Only Human,Back To The Beginning - Usher,Usher Featuring The Nu Beginning,338.75546,0.856448923652,0.854637828218,2004,indie
Trading Places,Dance Workout Classics; Keep Fit With The Hottest Hits & Remixes,Usher,286.77179,0.856448923652,0.854637828218,2008,indie
Moving Mountains,Moving Mountains,Usher,309.83791,0.856448923652,0.851233891127,2008,indie
Hey Daddy (Daddy's Home),Raymond v Raymond,Usher,224.10404,0.856448923652,0.854637828218,2010,indie
Anywhere Anytime,Dirty Mind,Sara Melson,164.12689,0.576523099116,0.323637335643,2008,indie
so long_ astoria,Live At The Metro,The Ataris,199.26159,0.827853769867,0.517328583566,2004,indie
The Hero Dies in This One,So Long_ Astoria,The Ataris,246.85669,0.827853769867,0.517328583566,2003,indie
Whatever Lies Will Help You Rest,Welcome The Night,The Ataris,212.89751,0.827853769867,0.517328583566,2006,indie
Secret Handshakes,Welcome The Night,The Ataris,222.9024,0.827853769867,0.517328583566,2006,indie
Port now!,I am_ you are_ he/she/it is,Sirka Ragnar,177.94567,0.548458855752,0.0,2007,indie
God Bless You (Goddamn it),Faso Latido,A Static Lullaby,237.42649,0.758678715163,0.557562472221,2005,indie
Rattlesnake!,Rattlesnake!,A Static Lullaby,213.49832,0.758678715163,0.557562472221,2008,indie
Send Me An Angel,Eurotrash,Zeromancer,236.53832,0.644519691787,0.405618981981,2001,indie
Ammonite,Sinners International,Zeromancer,362.31791,0.644519691787,0.405618981981,2009,indie
The Death Of Romance,The Death Of Romance,Zeromancer,207.17669,0.644519691787,0.405618981981,2010,indie
V,The Death Of Romance,Zeromancer,280.08444,0.644519691787,0.405618981981,2010,indie
Mosquito Coil,Zzyzx,Zeromancer,277.81179,0.644519691787,0.405618981981,2003,indie
Medicate Myself,Underneath,The Verve Pipe,292.8322,0.703349440412,0.49839533835,2001,indie
Arco Arena,Comfort Eagle,Cake,91.32363,0.794331284495,0.650665868274,2001,indie
Stolen Pills,The Real Feel,Spiral Stairs,146.99057,0.506734504684,0.397249735019,2009,indie
Ladies And Gentlemen,The Real Feel,Spiral Stairs,65.51465,0.506734504684,0.397249735019,2009,indie
The Space Between,The Gorge,DAVE MATTHEWS BAND,293.66812,0.811890081171,0.657583813676,2001,indie
Guardian Angel,No Compromise,Since The Flood,194.92526,0.739435997277,0.361878509783,2007,indie
All For Nothing,No Compromise,Since The Flood,117.08036,0.739435997277,0.361878509783,2007,indie
Slowly Rising,The Silver Lining,Soul Asylum,235.20608,0.690080123787,0.466775621926,2006,indie
Taste You,Auf Der Maur,Auf Der Maur,277.89016,0.569988889234,0.287481174185,2004,indie
The Key,Out Of Our Minds,Melissa Auf der Maur,232.6722,0.569988889234,0.366816133792,2010,indie
House Of Sin,Beautiful House,Leeroy Stagger,304.22159,0.55096891618,0.336124425151,2005,indie
Bite Back,Dirty Little Secret,The All-American Rejects,279.71873,0.84065157906,0.582205564163,2005,indie
The Future Has Arrived,Meet The Robinsons Original Soundtrack (French Version),The All American Rejects,185.99138,0.84065157906,0.582205564163,2007,indie
Jack's Lament,Nightmare Revisited,The All American Rejects,195.18649,0.84065157906,0.614973973784,2008,indie
Final Straw (Album Version),Around The Sun,R.E.M.,246.17751,0.730669501935,0.623835200923,2004,indie
Annie's Angle,Hurricane Bar,Mando Diao,182.282,0.807779927796,0.486825413499,2004,indie
All My Senses,Hurricane Bar,Mando Diao,251.03628,0.807779927796,0.486825413499,2004,indie
Popovic,Long Before Rock 'n Roll,Mando Diao,306.18077,0.807779927796,0.486825413499,2006,indie
Misty Mountains,Never Seen The Light Of Day -Deluxe Version,Mando Diao,144.03873,0.807779927796,0.486825413499,2007,indie
Mikawa Miya,Tricks Of Life,Novika,268.90404,0.607105153111,0.424558128676,2006,indie
Common Tear,Tricks Of Life,Novika,214.49098,0.607105153111,0.424558128676,2006,indie
Deep Blue Sea (Daniel Rossen home recording),Friend EP,Grizzly Bear,351.50322,0.760636111943,0.547243659612,2008,indie
Little Brother,Yellow House,Grizzly Bear,384.67873,0.760636111943,0.547243659612,2006,indie
Street Lights,808s & Heartbreak,Kanye West,189.962,0.877213745925,1.08250255673,2008,indie
Heard 'Em Say,Heard 'Em Say,Kanye West / Adam Levine,204.5122,0.877213745925,1.08250255673,2005,indie
Diamonds From Sierra Leone,Late Orchestration,Kanye West,247.64036,0.877213745925,1.08250255673,2005,indie
Gone,Late Registration,Kanye West / Consequence / Cam'Ron,333.34812,0.877213745925,1.08250255673,2005,indie
Skit #2 (Kanye West/Late Registration),Late Registration,Kanye West,31.32036,0.877213745925,1.08250255673,2005,indie
Skit #2 (Kanye West/Late Registration),Late Registration,Kanye West,31.37261,0.877213745925,1.08250255673,2005,indie
School Spirit Skit 2,The College Dropout,Kanye West,46.602,0.877213745925,1.08250255673,2003,indie
Through The Wire,Through The Wire,Kanye West,271.25506,0.877213745925,1.08250255673,2003,indie
Touch The Sky,Touch The Sky,Kanye West / Lupe Fiasco,236.72118,0.877213745925,1.08250255673,2010,indie
Nashville Parthenon,Etiquette,Casiotone For The Painfully Alone,175.72526,0.665322161906,0.394217198901,2006,indie
Happy Mother's Day,Etiquette,Casiotone For The Painfully Alone,47.46404,0.665322161906,0.394217198901,2006,indie
Dying Batteries,The First Two Albums,Casiotone For The Painfully Alone,51.01669,0.665322161906,0.394217198901,2001,indie
Town Topic (Instrumental),Town Topic EP,Casiotone For The Painfully Alone,115.17342,0.665322161906,0.394217198901,2008,indie
Bad People,Town Topic EP,Casiotone For The Painfully Alone,26.80118,0.665322161906,0.394217198901,2008,indie
Attic Room,Twinkle Echo,Casiotone For The Painfully Alone,188.94322,0.665322161906,0.394217198901,2003,indie
White Jetta,Vs. Children,Casiotone For The Painfully Alone,197.25016,0.665322161906,0.394217198901,2009,indie
Think Back,From the Corner To the Block,Galactic,238.96771,0.690492032024,0.458987257866,2007,indie
Squarebiz,From the Corner To the Block,Galactic,205.08689,0.690492032024,0.458987257866,2007,indie
[Hidden Track],Late for the Future,Galactic,89.67791,0.690492032024,0.458987257866,2000,indie
Suicide,Lightning Strikes,Aceyalone,170.1873,0.756790991767,0.458697013253,2007,indie
Baby_ I'm Your Man,Crashing Gates,Kevin Max,219.01016,0.599464762747,0.392747310803,2008,indie
Comin' Tonight,Comin' Tonight,Martha Wainwright,209.60608,0.704244766038,0.497568734282,2008,indie
Who Was I Kidding,Martha Wainwright,Martha Wainwright,251.16689,0.704244766038,0.497568734282,2005,indie
C'est Toujours la Même Histoire,Sans Fusils_ Ni Souliers_ A Paris: Martha Wainwright's Piaf Record,Martha Wainwright,287.08526,0.704244766038,0.497568734282,2009,indie
Class Compromise (&History's Glory),No Mercy For You,The Business,144.77016,0.625165762391,0.442739278816,2001,indie
Poppin' Them Thangs,Hot Joints 2,G-Unit,242.52036,0.845373303812,0.534429713657,2003,indie
Tony Yayo Explosion,Tha Gangsta Mix,G Unit feat. 50 Cent,101.43302,0.0560173856439,0.534429713657,2002,indie
When Rules Change,Ignite And Rebuild,Life In Your Way,198.05995,0.631442224258,0.448840337604,2005,indie
Sleepy Lad,Help Me,Maximilian Hecker,174.23628,0.621121051286,0.435684070209,2004,indie
Polyester,Infinite Love Songs,Maximilian Hecker,228.80608,0.621121051286,0.435684070209,2001,indie
Let Me Out,Infinite Love Songs,Maximilian Hecker,295.60118,0.621121051286,0.435684070209,2001,indie
Birch,Lady Sleep,Maximilian Hecker,370.02404,0.621121051286,0.435684070209,2005,indie
Full Of Voices,Live Radio Sessions,Maximilian Hecker,205.7922,0.621121051286,0.435684070209,2005,indie
La Ley De La Vida,Confiá,Fito Paez,273.03138,0.65782688564,0.458730806359,2010,indie
Shelter Your Needs,&Like A Bolt Of Lightning,Juliette & The Licks,241.37098,0.720809220576,0.455915629217,2005,indie
Dave D. Blues (how To Make It Sting Like A Career) (Album Version),Bushido Karaoke,Mayday,144.40444,0.569477757289,0.39609437166,2005,indie
Nervous Breakdown,American Cheese,Nerf Herder,167.44444,0.640151544466,0.442992869385,2002,indie
Pantera Fans In Love,How To Meet Girls,Nerf Herder,200.04526,0.640151544466,0.442992869385,2000,indie
Murphy Lee,Murphy's Law,Murphy Lee / Zee,268.90404,0.605703302061,0.429591920025,2003,indie
Dance_ Dance,**** Live In Phoenix,Fall Out Boy,189.80526,0.937964750397,0.566622887558,2008,indie
America's Suitehearts,Alternative Summer 2009,Fall Out Boy,214.33424,0.937964750397,0.566622887558,2008,indie
(Coffee's For Closers),Folie à Deux,Fall Out Boy,275.3824,0.937964750397,0.566622887558,2008,indie
The Carpal Tunnel Of Love,Infinity On High,Fall Out Boy,203.91138,0.937964750397,0.566622887558,2007,indie
Thriller,The Take Over_ The Break's Over,Fall Out Boy,203.54567,0.937964750397,0.566622887558,2007,indie
Humppa,Kavalierstart,Kapelle Herrenweide,214.36036,0.0633918240773,0.289191234594,2009,indie
Nie mehr heim,Kavalierstart,Kapelle Herrenweide,270.62812,0.0633918240773,0.289191234594,2009,indie
Wot U Say,Maskmen,Various Production,191.99955,0.547040706715,0.345109487086,2008,indie
Bside,Tricycle EP,Various Production,239.90812,0.547040706715,0.345109487086,2009,indie
Lost (Actress Remix),Versus,Various Production,366.23628,0.547040706715,0.345109487086,2008,indie
Conqueror Worm,Band-Girls-Money,Tsar,220.42077,0.587515494969,0.313538459289,2005,indie
Motorcycle girl,My secret life,Eric Burdon,232.64608,0.601069052215,0.359185992752,2004,indie
Feeling Blue,Soul of a Man,Eric Burdon,288.70485,0.601069052215,0.359185992752,2006,indie
You Can Do Better Than Me (Album Version),Narrow Stairs,Death Cab for Cutie,119.40526,0.831253649964,0.601427203912,2008,indie
Headlock,Headlock,Esser,191.55546,0.647945005232,0.379226365541,2008,indie
Chase,Comatised,Leona Naess,199.07873,0.627185249161,0.393015730045,2000,indie
Paper Thin,Comatised,Leona Naess,645.38077,0.627185249161,0.393015730045,2000,indie
Heavy Like Sunday,Heavy Like Sunday,Leona Naess,179.74812,0.627185249161,0.393015730045,2008,indie
Star Signs,Leona Naess,Leona Naess,292.88444,0.627185249161,0.393015730045,2003,indie
Till The End Of The Day (Alternate Mix),Keep An Eye On The Sky,Big Star,133.45914,0.741040432796,0.496508118721,2009,indie
Did Ya Say That,Legend Of The Liquid Sword,GZA/The Genius,237.34812,0.616496039275,0.399265000145,2002,indie
Letters to Norway,Out of the Club Into the Night,Planetakis,234.73587,0.508461668329,0.357049054113,2007,indie
